Area,Benchmark,Price Index,1 Month +/-,6 Month +/-,1 Year +/-,3 Year +/-,5 Year +/-,Property Type,Report Month,Report Year
Burnaby East,"$346,800",128.1,0.2,7.5,17.8,0.0,0.0,Townhouse,10,2006
Burnaby East,"$347,300",128.3,0.2,4.9,17.4,0.0,0.0,Townhouse,11,2006
Burnaby East,"$348,100",128.6,0.2,2.6,17.0,0.0,0.0,Townhouse,12,2006
Burnaby East,"$351,900",130.0,1.1,2.9,16.1,0.0,0.0,Townhouse,1,2007
Burnaby East,"$355,700",131.4,1.1,3.4,15.2,0.0,0.0,Townhouse,2,2007
Burnaby East,"$359,800",132.9,1.1,4.0,14.4,0.0,0.0,Townhouse,3,2007
Burnaby East,"$363,000",134.1,0.9,4.7,12.5,0.0,0.0,Townhouse,4,2007
Burnaby East,"$366,300",135.3,0.9,5.5,10.6,0.0,0.0,Townhouse,5,2007
Burnaby East,"$369,800",136.6,1.0,6.2,8.9,0.0,0.0,Townhouse,6,2007
Burnaby East,"$372,000",137.4,0.6,5.7,8.8,0.0,0.0,Townhouse,7,2007
Burnaby East,"$374,400",138.3,0.7,5.3,8.8,0.0,0.0,Townhouse,8,2007
Burnaby East,"$376,800",139.2,0.7,4.7,8.9,0.0,0.0,Townhouse,9,2007
Burnaby East,"$377,900",139.6,0.3,4.1,9.0,0.0,0.0,Townhouse,10,2007
Burnaby East,"$378,700",139.9,0.2,3.4,9.0,0.0,0.0,Townhouse,11,2007
Burnaby East,"$379,800",140.3,0.3,2.7,9.1,0.0,0.0,Townhouse,12,2007
Burnaby East,"$384,700",142.1,1.3,3.4,9.3,42.1,0.0,Townhouse,1,2008
Burnaby East,"$389,600",143.9,1.3,4.0,9.5,43.5,0.0,Townhouse,2,2008
Burnaby East,"$394,400",145.7,1.3,4.7,9.6,44.8,0.0,Townhouse,3,2008
Burnaby East,"$394,700",145.8,0.1,4.4,8.7,44.5,0.0,Townhouse,4,2008
Burnaby East,"$395,000",145.9,0.1,4.3,7.8,43.7,0.0,Townhouse,5,2008
Burnaby East,"$395,200",146.0,0.1,4.1,6.9,43.1,0.0,Townhouse,6,2008
Burnaby East,"$393,600",145.4,-0.4,2.3,5.8,39.9,0.0,Townhouse,7,2008
Burnaby East,"$392,300",144.9,-0.3,0.7,4.8,36.7,0.0,Townhouse,8,2008
Burnaby East,"$391,200",144.5,-0.3,-0.8,3.8,33.7,0.0,Townhouse,9,2008
Burnaby East,"$383,600",141.7,-1.9,-2.8,1.5,30.4,0.0,Townhouse,10,2008
Burnaby East,"$376,300",139.0,-1.9,-4.7,-0.6,27.2,0.0,Townhouse,11,2008
Burnaby East,"$369,300",136.4,-1.9,-6.6,-2.8,24.1,0.0,Townhouse,12,2008
Burnaby East,"$364,100",134.5,-1.4,-7.5,-5.3,20.1,0.0,Townhouse,1,2009
Burnaby East,"$359,500",132.8,-1.3,-8.4,-7.7,16.4,0.0,Townhouse,2,2009
Burnaby East,"$355,200",131.2,-1.2,-9.2,-10.0,12.9,0.0,Townhouse,3,2009
Burnaby East,"$357,300",132.0,0.6,-6.8,-9.5,10.7,0.0,Townhouse,4,2009
Burnaby East,"$359,800",132.9,0.7,-4.4,-8.9,8.7,0.0,Townhouse,5,2009
Burnaby East,"$362,200",133.8,0.7,-1.9,-8.4,6.7,0.0,Townhouse,6,2009
Burnaby East,"$367,400",135.7,1.4,0.9,-6.7,7.4,0.0,Townhouse,7,2009
Burnaby East,"$372,800",137.7,1.5,3.7,-5.0,8.3,0.0,Townhouse,8,2009
Burnaby East,"$377,900",139.6,1.4,6.4,-3.4,9.2,0.0,Townhouse,9,2009
Burnaby East,"$384,400",142.0,1.7,7.6,0.2,10.9,0.0,Townhouse,10,2009
Burnaby East,"$391,200",144.5,1.8,8.7,4.0,12.6,0.0,Townhouse,11,2009
Burnaby East,"$398,000",147.0,1.7,9.9,7.8,14.3,0.0,Townhouse,12,2009
Burnaby East,"$399,000",147.4,0.3,8.6,9.6,13.4,47.4,Townhouse,1,2010
Burnaby East,"$405,800",149.9,1.7,8.9,12.9,14.1,49.5,Townhouse,2,2010
Burnaby East,"$405,000",149.6,-0.2,7.2,14.0,12.6,48.7,Townhouse,3,2010
Burnaby East,"$403,100",148.9,-0.5,4.9,12.8,11.0,47.6,Townhouse,4,2010
Burnaby East,"$403,900",149.2,0.2,3.3,12.3,10.3,47.0,Townhouse,5,2010
Burnaby East,"$402,800",148.8,-0.3,1.2,11.2,8.9,45.9,Townhouse,6,2010
Burnaby East,"$402,000",148.5,-0.2,0.7,9.4,8.1,42.9,Townhouse,7,2010
Burnaby East,"$397,400",146.8,-1.1,-2.1,6.6,6.1,38.5,Townhouse,8,2010
Burnaby East,"$392,000",144.8,-1.4,-3.2,3.7,4.0,34.0,Townhouse,9,2010
Burnaby East,"$393,400",145.3,0.3,-2.4,2.3,4.1,33.7,Townhouse,10,2010
Burnaby East,"$392,000",144.8,-0.3,-2.9,0.2,3.5,32.5,Townhouse,11,2010
Burnaby East,"$398,500",147.2,1.7,-1.1,0.1,4.9,33.9,Townhouse,12,2010
Burnaby East,"$405,300",149.7,1.7,0.8,1.6,5.3,33.7,Townhouse,1,2011
Burnaby East,"$410,100",151.5,1.2,3.2,1.1,5.3,32.8,Townhouse,2,2011
Burnaby East,"$418,500",154.6,2.0,6.8,3.3,6.1,33.0,Townhouse,3,2011
Burnaby East,"$422,300",156.0,0.9,7.4,4.8,7.0,30.9,Townhouse,4,2011
Burnaby East,"$420,200",155.2,-0.5,7.2,4.0,6.4,26.9,Townhouse,5,2011
Burnaby East,"$419,600",155.0,-0.1,5.3,4.2,6.2,23.6,Townhouse,6,2011
Burnaby East,"$414,700",153.2,-1.2,2.3,3.2,5.4,21.3,Townhouse,7,2011
Burnaby East,"$419,300",154.9,1.1,2.2,5.5,6.9,21.9,Townhouse,8,2011
Burnaby East,"$413,100",152.6,-1.5,-1.3,5.4,5.6,19.4,Townhouse,9,2011
Burnaby East,"$408,500",150.9,-1.1,-3.3,3.9,6.5,17.8,Townhouse,10,2011
Burnaby East,"$411,200",151.9,0.7,-2.1,4.9,9.3,18.4,Townhouse,11,2011
Burnaby East,"$424,500",156.8,3.2,1.2,6.5,15.0,21.9,Townhouse,12,2011
Burnaby East,"$420,700",155.4,-0.9,1.4,3.8,15.5,19.5,Townhouse,1,2012
Burnaby East,"$421,000",155.5,0.1,0.4,2.6,17.1,18.3,Townhouse,2,2012
Burnaby East,"$426,900",157.7,1.4,3.3,2.0,20.2,18.7,Townhouse,3,2012
Burnaby East,"$427,500",157.9,0.1,4.6,1.2,19.6,17.7,Townhouse,4,2012
Burnaby East,"$426,100",157.4,-0.3,3.6,1.4,18.4,16.3,Townhouse,5,2012
Burnaby East,"$425,600",157.2,-0.1,0.3,1.4,17.5,15.1,Townhouse,6,2012
Burnaby East,"$420,700",155.4,-1.1,0.0,1.4,14.5,13.1,Townhouse,7,2012
Burnaby East,"$420,200",155.2,-0.1,-0.2,0.2,12.7,12.2,Townhouse,8,2012
Burnaby East,"$415,600",153.5,-1.1,-2.7,0.6,10.0,10.3,Townhouse,9,2012
Burnaby East,"$413,400",152.7,-0.5,-3.3,1.2,7.5,9.4,Townhouse,10,2012
Burnaby East,"$410,700",151.7,-0.7,-3.6,-0.1,5.0,8.4,Townhouse,11,2012
Burnaby East,"$406,100",150.0,-1.1,-4.6,-4.3,2.0,6.9,Townhouse,12,2012
Burnaby East,"$405,300",149.7,-0.2,-3.7,-3.7,1.6,5.3,Townhouse,1,2013
Burnaby East,"$410,100",151.5,1.2,-2.4,-2.6,1.1,5.3,Townhouse,2,2013
Burnaby East,"$406,100",150.0,-1.0,-2.3,-4.9,0.3,3.0,Townhouse,3,2013
Burnaby East,"$412,300",152.3,1.5,-0.3,-3.5,2.3,4.5,Townhouse,4,2013
Burnaby East,"$414,500",153.1,0.5,0.9,-2.7,2.6,4.9,Townhouse,5,2013
Burnaby East,"$415,600",153.5,0.3,2.3,-2.4,3.2,5.1,Townhouse,6,2013
Burnaby East,"$416,400",153.8,0.2,2.7,-1.0,3.6,5.8,Townhouse,7,2013
Burnaby East,"$418,000",154.4,0.4,1.9,-0.5,5.2,6.6,Townhouse,8,2013
Burnaby East,"$412,300",152.3,-1.4,1.5,-0.8,5.2,5.4,Townhouse,9,2013
Burnaby East,"$418,000",154.4,1.4,1.4,1.1,6.3,9.0,Townhouse,10,2013
Burnaby East,"$414,200",153.0,-0.9,-0.1,0.9,5.7,10.1,Townhouse,11,2013
Burnaby East,"$413,100",152.6,-0.3,-0.6,1.7,3.7,11.9,Townhouse,12,2013
Burnaby East,"$415,600",153.5,0.6,-0.2,2.5,2.5,14.1,Townhouse,1,2014
Burnaby East,"$421,200",155.6,1.4,0.8,2.7,2.7,17.2,Townhouse,2,2014
Burnaby East,"$421,800",155.8,0.1,2.3,3.9,0.8,18.8,Townhouse,3,2014
Burnaby East,"$418,300",154.5,-0.8,0.1,1.4,-1.0,17.0,Townhouse,4,2014
Burnaby East,"$417,700",154.3,-0.1,0.8,0.8,-0.6,16.1,Townhouse,5,2014
Burnaby East,"$423,100",156.3,1.3,2.4,1.8,0.8,16.8,Townhouse,6,2014
Burnaby East,"$428,500",158.3,1.3,3.1,2.9,3.3,16.7,Townhouse,7,2014
Burnaby East,"$425,600",157.2,-0.7,1.0,1.8,1.5,14.2,Townhouse,8,2014
Burnaby East,"$425,300",157.1,-0.1,0.8,3.2,2.9,12.5,Townhouse,9,2014
Burnaby East,"$430,400",159.0,1.2,2.9,3.0,5.4,12.0,Townhouse,10,2014
Burnaby East,"$429,100",158.5,-0.3,2.7,3.6,4.3,9.7,Townhouse,11,2014
Burnaby East,"$430,200",158.9,0.3,1.7,4.1,1.3,8.1,Townhouse,12,2014
Burnaby East,"$429,400",158.6,-0.2,0.2,3.3,2.1,7.6,Townhouse,1,2015
Burnaby East,"$437,800",161.7,2.0,2.9,3.9,4.0,7.9,Townhouse,2,2015
Burnaby East,"$434,800",160.6,-0.7,2.2,3.1,1.8,7.4,Townhouse,3,2015
Burnaby East,"$438,600",162.0,0.9,1.9,4.9,2.6,8.8,Townhouse,4,2015
Burnaby East,"$441,500",163.1,0.7,2.9,5.7,3.6,9.3,Townhouse,5,2015
Burnaby East,"$449,700",166.1,1.8,4.5,6.3,5.7,11.6,Townhouse,6,2015
Burnaby East,"$451,000",166.6,0.3,5.0,5.2,7.2,12.2,Townhouse,7,2015
Burnaby East,"$446,700",165.0,-1.0,2.0,5.0,6.3,12.4,Townhouse,8,2015
Burnaby East,"$445,300",164.5,-0.3,2.4,4.7,7.2,13.6,Townhouse,9,2015
Burnaby East,"$442,600",163.5,-0.6,0.9,2.8,7.1,12.5,Townhouse,10,2015
Burnaby East,"$441,800",163.2,-0.2,0.1,3.0,7.6,12.7,Townhouse,11,2015
Burnaby East,"$436,400",161.2,-1.2,-3.0,1.4,7.5,9.5,Townhouse,12,2015
Burnaby East,"$424,200",156.7,-2.8,-5.9,-1.2,4.7,4.7,Townhouse,1,2016
Burnaby East,"$433,700",160.2,2.2,-2.9,-0.9,5.7,5.7,Townhouse,2,2016
Burnaby East,"$463,200",171.1,6.8,4.0,6.5,14.1,10.7,Townhouse,3,2016
Burnaby East,"$478,100",176.6,3.2,8.0,9.0,16.0,13.2,Townhouse,4,2016
Burnaby East,"$508,900",188.0,6.5,15.2,15.3,22.8,21.1,Townhouse,5,2016
Burnaby East,"$517,300",191.1,1.6,18.5,15.1,24.5,23.3,Townhouse,6,2016
Burnaby East,"$504,100",186.2,-2.6,18.8,11.8,21.1,21.5,Townhouse,7,2016
Burnaby East,"$508,400",187.8,0.9,17.2,13.8,21.6,21.2,Townhouse,8,2016
Burnaby East,"$520,300",192.2,2.3,12.3,16.8,26.2,26.0,Townhouse,9,2016
Burnaby East,"$533,900",197.2,2.6,11.7,20.6,27.7,30.7,Townhouse,10,2016
Burnaby East,"$542,000",200.2,1.5,6.5,22.7,30.8,31.8,Townhouse,11,2016
Burnaby East,"$544,400",201.1,0.4,5.2,24.8,31.8,28.3,Townhouse,12,2016
Burnaby East,"$554,200",204.7,1.8,9.9,30.6,33.4,31.7,Townhouse,1,2017
Burnaby East,"$545,500",201.5,-1.6,7.3,25.8,29.5,29.6,Townhouse,2,2017
Burnaby East,"$583,400",215.5,6.9,12.1,25.9,38.3,36.7,Townhouse,3,2017
Burnaby East,"$583,900",215.7,0.1,9.4,22.1,39.6,36.6,Townhouse,4,2017
Burnaby East,"$609,900",225.3,4.5,12.5,19.8,46.0,43.1,Townhouse,5,2017
Burnaby East,"$611,300",225.8,0.2,12.3,18.2,44.5,43.6,Townhouse,6,2017
Burnaby East,"$614,300",226.9,0.5,10.8,21.9,43.3,46.0,Townhouse,7,2017
Burnaby East,"$629,700",232.6,2.5,15.4,23.9,48.0,49.9,Townhouse,8,2017
Burnaby East,"$636,500",235.1,1.1,9.1,22.3,49.6,53.2,Townhouse,9,2017
Burnaby East,"$647,000",239.0,1.7,10.8,21.2,50.3,56.5,Townhouse,10,2017
Burnaby East,"$655,700",242.2,1.3,7.5,21.0,52.8,59.7,Townhouse,11,2017
Burnaby East,"$659,200",243.5,0.5,7.8,21.1,53.2,62.3,Townhouse,12,2017
Burnaby East,"$667,900",246.7,1.3,8.7,20.5,55.5,64.8,Townhouse,1,2018
Burnaby East,"$684,900",253.0,2.6,8.8,25.6,56.5,67.0,Townhouse,2,2018
Burnaby East,"$690,100",254.9,0.8,8.4,18.3,58.7,69.9,Townhouse,3,2018
Burnaby East,"$699,300",258.3,1.3,8.1,19.7,59.4,69.6,Townhouse,4,2018
Burnaby East,"$724,200",267.5,3.6,10.4,18.7,64.0,74.7,Townhouse,5,2018
Burnaby East,"$717,400",265.0,-0.9,8.8,17.4,59.5,72.6,Townhouse,6,2018
Burnaby East,"$733,400",270.9,2.2,9.8,19.4,62.6,76.1,Townhouse,7,2018
Burnaby East,"$712,800",263.3,-2.8,4.1,13.2,59.6,70.5,Townhouse,8,2018
Burnaby East,"$718,800",265.5,0.8,4.2,12.9,61.4,74.3,Townhouse,9,2018
Burnaby East,"$712,300",263.1,-0.9,1.9,10.1,60.9,70.4,Townhouse,10,2018
Burnaby East,"$684,600",252.9,-3.9,-5.5,4.4,55.0,65.3,Townhouse,11,2018
Burnaby East,"$696,300",257.2,1.7,-2.9,5.6,59.6,68.5,Townhouse,12,2018
Burnaby East,"$680,300",251.3,-2.3,-7.2,1.9,60.4,63.7,Townhouse,1,2019
Burnaby East,"$687,100",253.8,1.0,-3.6,0.3,58.4,63.1,Townhouse,2,2019
Burnaby East,"$671,400",248.0,-2.3,-6.6,-2.7,44.9,59.2,Townhouse,3,2019
Burnaby East,"$656,800",242.6,-2.2,-7.8,-6.1,37.4,57.0,Townhouse,4,2019
Burnaby East,"$656,500",242.5,0.0,-4.1,-9.3,29.0,57.2,Townhouse,5,2019
Burnaby East,"$644,300",238.0,-1.9,-7.5,-10.2,24.5,52.3,Townhouse,6,2019
Burnaby East,"$648,400",239.5,0.6,-4.7,-11.6,28.6,51.3,Townhouse,7,2019
Burnaby East,"$644,900",238.2,-0.5,-6.1,-9.5,26.8,51.5,Townhouse,8,2019
Burnaby East,"$645,900",238.6,0.2,-3.8,-10.1,24.1,51.9,Townhouse,9,2019
Burnaby East,"$653,000",241.2,1.1,-0.6,-8.3,22.3,51.7,Townhouse,10,2019
Burnaby East,"$658,700",243.3,0.9,0.3,-3.8,21.5,53.5,Townhouse,11,2019
Burnaby East,"$650,000",240.1,-1.3,0.9,-6.6,19.4,51.1,Townhouse,12,2019
Burnaby East,"$654,900",241.9,0.7,1.0,-3.7,18.2,52.5,Townhouse,1,2020
Burnaby East,"$659,200",243.5,0.7,2.2,-4.1,20.8,50.6,Townhouse,2,2020
Burnaby East,"$658,400",243.2,-0.1,1.9,-1.9,12.9,51.4,Townhouse,3,2020
Burnaby East,"$657,600",242.9,-0.1,0.7,0.1,12.6,49.9,Townhouse,4,2020
Burnaby East,"$669,500",247.3,1.8,1.6,2.0,9.8,51.6,Townhouse,5,2020
Burnaby East,"$673,000",248.6,0.5,3.5,4.5,10.1,49.7,Townhouse,6,2020
Burnaby East,"$685,500",253.2,1.9,4.7,5.7,11.6,52.0,Townhouse,7,2020
Burnaby North,"$267,900",100.0,0.0,0.0,0.0,0.0,0.0,Townhouse,1,2005
Burnaby North,"$270,900",101.1,1.1,0.0,0.0,0.0,0.0,Townhouse,2,2005
Burnaby North,"$274,100",102.3,1.2,0.0,0.0,0.0,0.0,Townhouse,3,2005
Burnaby North,"$277,000",103.4,1.1,0.0,0.0,0.0,0.0,Townhouse,4,2005
Burnaby North,"$280,200",104.6,1.2,0.0,0.0,0.0,0.0,Townhouse,5,2005
Burnaby North,"$283,500",105.8,1.1,0.0,0.0,0.0,0.0,Townhouse,6,2005
Burnaby North,"$287,700",107.4,1.5,7.4,0.0,0.0,0.0,Townhouse,7,2005
Burnaby North,"$292,000",109.0,1.5,7.8,0.0,0.0,0.0,Townhouse,8,2005
Burnaby North,"$296,300",110.6,1.5,8.1,0.0,0.0,0.0,Townhouse,9,2005
Burnaby North,"$297,100",110.9,0.3,7.3,0.0,0.0,0.0,Townhouse,10,2005
Burnaby North,"$297,900",111.2,0.3,6.3,0.0,0.0,0.0,Townhouse,11,2005
Burnaby North,"$298,500",111.4,0.2,5.3,0.0,0.0,0.0,Townhouse,12,2005
Burnaby North,"$306,500",114.4,2.7,6.5,14.4,0.0,0.0,Townhouse,1,2006
Burnaby North,"$315,100",117.6,2.8,7.9,16.3,0.0,0.0,Townhouse,2,2006
Burnaby North,"$323,600",120.8,2.7,9.2,18.1,0.0,0.0,Townhouse,3,2006
Burnaby North,"$329,800",123.1,1.9,11.0,19.1,0.0,0.0,Townhouse,4,2006
Burnaby North,"$336,000",125.4,1.9,12.8,19.9,0.0,0.0,Townhouse,5,2006
Burnaby North,"$342,700",127.9,2.0,14.8,20.9,0.0,0.0,Townhouse,6,2006
Burnaby North,"$342,900",128.0,0.1,11.9,19.2,0.0,0.0,Townhouse,7,2006
Burnaby North,"$343,500",128.2,0.2,9.0,17.6,0.0,0.0,Townhouse,8,2006
Burnaby North,"$344,000",128.4,0.2,6.3,16.1,0.0,0.0,Townhouse,9,2006
Burnaby North,"$345,900",129.1,0.5,4.9,16.4,0.0,0.0,Townhouse,10,2006
Burnaby North,"$347,800",129.8,0.5,3.5,16.7,0.0,0.0,Townhouse,11,2006
Burnaby North,"$349,600",130.5,0.5,2.0,17.1,0.0,0.0,Townhouse,12,2006
Burnaby North,"$354,200",132.2,1.3,3.3,15.6,0.0,0.0,Townhouse,1,2007
Burnaby North,"$359,300",134.1,1.4,4.6,14.0,0.0,0.0,Townhouse,2,2007
Burnaby North,"$364,100",135.9,1.3,5.8,12.5,0.0,0.0,Townhouse,3,2007
Burnaby North,"$368,900",137.7,1.3,6.7,11.9,0.0,0.0,Townhouse,4,2007
Burnaby North,"$373,700",139.5,1.3,7.5,11.2,0.0,0.0,Townhouse,5,2007
Burnaby North,"$378,600",141.3,1.3,8.3,10.5,0.0,0.0,Townhouse,6,2007
Burnaby North,"$380,700",142.1,0.6,7.5,11.0,0.0,0.0,Townhouse,7,2007
Burnaby North,"$382,800",142.9,0.6,6.6,11.5,0.0,0.0,Townhouse,8,2007
Burnaby North,"$385,000",143.7,0.6,5.7,11.9,0.0,0.0,Townhouse,9,2007
Burnaby North,"$385,800",144.0,0.2,4.6,11.5,0.0,0.0,Townhouse,10,2007
Burnaby North,"$386,600",144.3,0.2,3.4,11.2,0.0,0.0,Townhouse,11,2007
Burnaby North,"$387,700",144.7,0.3,2.4,10.9,0.0,0.0,Townhouse,12,2007
Burnaby North,"$393,000",146.7,1.4,3.2,11.0,46.7,0.0,Townhouse,1,2008
Burnaby North,"$398,700",148.8,1.4,4.1,11.0,47.2,0.0,Townhouse,2,2008
Burnaby North,"$404,300",150.9,1.4,5.0,11.0,47.5,0.0,Townhouse,3,2008
Burnaby North,"$402,900",150.4,-0.3,4.4,9.2,45.5,0.0,Townhouse,4,2008
Burnaby North,"$401,600",149.9,-0.3,3.9,7.5,43.3,0.0,Townhouse,5,2008
Burnaby North,"$400,300",149.4,-0.3,3.2,5.7,41.2,0.0,Townhouse,6,2008
Burnaby North,"$399,200",149.0,-0.3,1.6,4.9,38.7,0.0,Townhouse,7,2008
Burnaby North,"$397,900",148.5,-0.3,-0.2,3.9,36.2,0.0,Townhouse,8,2008
Burnaby North,"$396,800",148.1,-0.3,-1.9,3.1,33.9,0.0,Townhouse,9,2008
Burnaby North,"$387,400",144.6,-2.4,-3.9,0.4,30.4,0.0,Townhouse,10,2008
Burnaby North,"$378,600",141.3,-2.3,-5.7,-2.1,27.1,0.0,Townhouse,11,2008
Burnaby North,"$369,700",138.0,-2.3,-7.6,-4.6,23.9,0.0,Townhouse,12,2008
Burnaby North,"$365,200",136.3,-1.2,-8.5,-7.1,19.1,0.0,Townhouse,1,2009
Burnaby North,"$360,900",134.7,-1.2,-9.3,-9.5,14.5,0.0,Townhouse,2,2009
Burnaby North,"$356,600",133.1,-1.2,-10.1,-11.8,10.2,0.0,Townhouse,3,2009
Burnaby North,"$363,300",135.6,1.9,-6.2,-9.8,10.2,0.0,Townhouse,4,2009
Burnaby North,"$370,000",138.1,1.8,-2.3,-7.9,10.1,0.0,Townhouse,5,2009
Burnaby North,"$377,000",140.7,1.9,2.0,-5.8,10.0,0.0,Townhouse,6,2009
Burnaby North,"$379,400",141.6,0.6,3.9,-5.0,10.6,0.0,Townhouse,7,2009
Burnaby North,"$381,800",142.5,0.6,5.8,-4.0,11.2,0.0,Townhouse,8,2009
Burnaby North,"$384,500",143.5,0.7,7.8,-3.1,11.8,0.0,Townhouse,9,2009
Burnaby North,"$387,700",144.7,0.8,6.7,0.1,12.1,0.0,Townhouse,10,2009
Burnaby North,"$390,900",145.9,0.8,5.6,3.3,12.4,0.0,Townhouse,11,2009
Burnaby North,"$393,800",147.0,0.8,4.5,6.5,12.6,0.0,Townhouse,12,2009
Burnaby North,"$394,600",147.3,0.2,4.0,8.1,11.4,47.3,Townhouse,1,2010
Burnaby North,"$403,700",150.7,2.3,5.8,11.9,12.4,49.1,Townhouse,2,2010
Burnaby North,"$410,400",153.2,1.7,6.8,15.1,12.7,49.8,Townhouse,3,2010
Burnaby North,"$415,800",155.2,1.3,7.3,14.5,12.7,50.1,Townhouse,4,2010
Burnaby North,"$417,400",155.8,0.4,6.8,12.8,11.7,48.9,Townhouse,5,2010
Burnaby North,"$418,200",156.1,0.2,6.2,10.9,10.5,47.5,Townhouse,6,2010
Burnaby North,"$420,900",157.1,0.6,6.7,10.9,10.6,46.3,Townhouse,7,2010
Burnaby North,"$417,100",155.7,-0.9,3.3,9.3,9.0,42.8,Townhouse,8,2010
Burnaby North,"$411,000",153.4,-1.5,0.1,6.9,6.8,38.7,Townhouse,9,2010
Burnaby North,"$412,100",153.8,0.3,-0.9,6.3,6.8,38.7,Townhouse,10,2010
Burnaby North,"$407,500",152.1,-1.1,-2.4,4.2,5.4,36.8,Townhouse,11,2010
Burnaby North,"$407,000",151.9,-0.1,-2.7,3.3,5.0,36.4,Townhouse,12,2010
Burnaby North,"$408,000",152.3,0.3,-3.1,3.4,3.8,33.1,Townhouse,1,2011
Burnaby North,"$414,500",154.7,1.6,-0.6,2.7,4.0,31.5,Townhouse,2,2011
Burnaby North,"$423,800",158.2,2.3,3.1,3.3,4.8,31.0,Townhouse,3,2011
Burnaby North,"$422,500",157.7,-0.3,2.5,1.6,4.9,28.1,Townhouse,4,2011
Burnaby North,"$424,400",158.4,0.4,4.1,1.7,5.7,26.3,Townhouse,5,2011
Burnaby North,"$423,600",158.1,-0.2,4.1,1.3,5.8,23.6,Townhouse,6,2011
Burnaby North,"$424,900",158.6,0.3,4.1,1.0,6.4,23.9,Townhouse,7,2011
Burnaby North,"$429,700",160.4,1.1,3.7,3.0,8.0,25.1,Townhouse,8,2011
Burnaby North,"$430,300",160.6,0.1,1.5,4.7,8.4,25.1,Townhouse,9,2011
Burnaby North,"$434,300",162.1,0.9,2.8,5.4,12.1,25.6,Townhouse,10,2011
Burnaby North,"$430,000",160.5,-1.0,1.3,5.5,13.6,23.7,Townhouse,11,2011
Burnaby North,"$423,600",158.1,-1.5,0.0,4.1,14.6,21.1,Townhouse,12,2011
Burnaby North,"$423,600",158.1,0.0,-0.3,3.8,16.0,19.6,Townhouse,1,2012
Burnaby North,"$429,200",160.2,1.3,-0.1,3.6,18.9,19.5,Townhouse,2,2012
Burnaby North,"$435,100",162.4,1.4,1.1,2.7,22.0,19.5,Townhouse,3,2012
Burnaby North,"$438,000",163.5,0.7,0.9,3.7,20.6,18.7,Townhouse,4,2012
Burnaby North,"$438,600",163.7,0.1,2.0,3.3,18.5,17.3,Townhouse,5,2012
Burnaby North,"$432,100",161.3,-1.5,2.0,2.0,14.6,14.2,Townhouse,6,2012
Burnaby North,"$425,200",158.7,-1.6,0.4,0.1,12.1,11.7,Townhouse,7,2012
Burnaby North,"$424,400",158.4,-0.2,-1.1,-1.2,11.2,10.8,Townhouse,8,2012
Burnaby North,"$417,400",155.8,-1.6,-4.1,-3.0,8.6,8.4,Townhouse,9,2012
Burnaby North,"$420,600",157.0,0.8,-4.0,-3.1,8.5,9.0,Townhouse,10,2012
Burnaby North,"$418,500",156.2,-0.5,-4.6,-2.7,7.1,8.2,Townhouse,11,2012
Burnaby North,"$410,700",153.3,-1.9,-5.0,-3.0,4.3,5.9,Townhouse,12,2012
Burnaby North,"$418,200",156.1,1.8,-1.6,-1.3,6.0,6.4,Townhouse,1,2013
