1 Month +/-,1 Year +/-,3 Year +/-,5 Year +/-,6 Month +/-,Area,Benchmark,Price Index,Property Type,Report Month,Report Year
-0.5,5.5,22.1,29.9,-0.3,Richmond,"$503,900",165.5,Townhouse,12,2011
-7.2,-6.5,-14.9,-2.8,-13.5,Squamish,"$333,300",109.6,Townhouse,12,2011
-1.5,-3.1,20.6,24.4,-3.9,Tsawwassen,"$411,400",161.3,Townhouse,12,2011
-1.6,1.1,22.0,20.2,-2.0,Vancouver East,"$507,800",161.5,Townhouse,12,2011
-1.0,5.8,26.6,21.0,3.4,Vancouver West,"$689,900",161.3,Townhouse,12,2011
-6.6,-8.1,-19.4,-7.9,-15.1,Whistler,"$430,500",103.8,Townhouse,12,2011
-0.1,2.6,13.3,15.9,-1.7,Greater Vancouver,"$379,400",151.7,Apartment,12,2011
0.0,2.3,10.6,14.3,-1.8,Lower Mainland,"$353,400",151.4,Apartment,12,2011
-1.2,4.2,16.0,19.1,-0.4,Burnaby East,"$417,800",160.3,Apartment,12,2011
-2.0,-0.6,5.5,6.3,-3.4,Burnaby North,"$325,800",139.1,Apartment,12,2011
-1.8,2.8,12.6,18.5,-4.2,Burnaby South,"$378,800",152.1,Apartment,12,2011
-0.5,-0.1,8.7,7.7,-3.1,Coquitlam,"$258,400",141.8,Apartment,12,2011
-2.8,4.9,9.8,21.7,-1.5,Ladner,"$327,300",152.8,Apartment,12,2011
0.1,2.4,5.1,2.9,0.1,Maple Ridge,"$200,600",143.2,Apartment,12,2011
-2.9,2.4,8.3,11.2,-1.6,New Westminster,"$268,800",152.3,Apartment,12,2011
1.6,1.5,9.7,10.6,-2.4,North Vancouver,"$341,600",139.3,Apartment,12,2011
0.1,3.6,7.9,5.6,1.4,Pitt Meadows,"$249,100",146.9,Apartment,12,2011
0.4,0.6,0.2,4.0,-2.3,Port Coquitlam,"$236,800",141.6,Apartment,12,2011
2.4,-2.8,-3.8,-0.4,0.0,Port Moody,"$300,400",125.2,Apartment,12,2011
3.5,3.4,16.7,19.1,1.0,Richmond,"$361,600",154.8,Apartment,12,2011
-1.2,-10.7,-6.8,-5.8,-5.8,Squamish,"$241,000",118.8,Apartment,12,2011
-3.2,3.8,8.0,19.7,-1.4,Tsawwassen,"$349,200",150.4,Apartment,12,2011
-0.2,4.6,16.5,27.8,-2.4,Vancouver East,"$319,500",179.6,Apartment,12,2011
-0.7,3.0,18.4,19.2,-1.7,Vancouver West,"$470,900",152.8,Apartment,12,2011
1.2,9.1,20.0,16.3,2.1,West Vancouver,"$728,400",148.0,Apartment,12,2011
-2.8,-10.6,-11.8,-10.9,-3.4,Whistler,"$286,900",112.4,Apartment,12,2011
0.3,6.0,21.9,22.8,-1.1,Greater Vancouver,"$610,200",160.1,Residential - All Types,1,2012
0.2,5.1,17.4,18.1,-0.9,Lower Mainland,"$551,800",154.6,Residential - All Types,1,2012
0.2,1.3,0.6,-2.6,-7.4,Bowen Island,"$563,200",122.1,Residential - All Types,1,2012
0.5,7.5,23.0,23.5,1.5,Burnaby East,"$579,400",160.7,Residential - All Types,1,2012
1.1,5.1,18.4,19.3,-0.8,Burnaby North,"$514,700",155.4,Residential - All Types,1,2012
-0.4,5.3,21.9,24.8,-3.1,Burnaby South,"$570,000",161.0,Residential - All Types,1,2012
-0.5,3.0,13.1,12.8,-2.1,Coquitlam,"$491,500",145.8,Residential - All Types,1,2012
3.0,6.5,19.2,23.8,0.6,Ladner,"$556,600",156.7,Residential - All Types,1,2012
0.5,1.0,4.5,4.6,-2.1,Maple Ridge,"$418,600",133.3,Residential - All Types,1,2012
0.7,3.8,15.0,15.6,-1.1,New Westminster,"$355,700",156.5,Residential - All Types,1,2012
0.5,7.5,18.0,17.3,1.2,North Vancouver,"$650,500",146.2,Residential - All Types,1,2012
-0.3,2.2,9.0,7.7,-1.3,Pitt Meadows,"$388,700",141.3,Residential - All Types,1,2012
0.1,3.1,9.2,9.9,-1.2,Port Coquitlam,"$421,300",144.2,Residential - All Types,1,2012
-0.2,-0.9,4.4,4.6,-3.0,Port Moody,"$485,900",134.3,Residential - All Types,1,2012
-0.7,5.1,29.0,32.9,-1.1,Richmond,"$579,200",172.9,Residential - All Types,1,2012
-2.2,0.8,-3.8,2.5,-4.4,Squamish,"$385,000",122.5,Residential - All Types,1,2012
-0.9,3.4,1.2,-1.3,-4.5,Sunshine Coast,"$359,900",126.1,Residential - All Types,1,2012
0.9,10.9,13.6,18.1,-2.4,Tsawwassen,"$575,100",149.1,Residential - All Types,1,2012
0.2,6.9,27.8,32.1,-0.8,Vancouver East,"$602,400",179.0,Residential - All Types,1,2012
1.6,9.2,31.7,30.4,0.3,Vancouver West,"$825,600",172.4,Residential - All Types,1,2012
-1.5,14.5,38.1,28.7,-1.5,West Vancouver,"$1,504,900",165.7,Residential - All Types,1,2012
-2.7,-5.4,-12.9,-7.3,-6.0,Whistler,"$476,700",111.1,Residential - All Types,1,2012
0.4,10.6,33.5,34.6,-0.9,Greater Vancouver,"$932,100",172.2,Detached,1,2012
0.3,8.5,25.0,24.6,-0.5,Lower Mainland,"$751,200",160.2,Detached,1,2012
0.2,1.3,0.6,-2.6,-7.4,Bowen Island,"$563,200",122.1,Detached,1,2012
0.3,10.0,29.6,28.6,0.9,Burnaby East,"$728,000",162.8,Detached,1,2012
1.5,12.4,36.2,38.3,1.0,Burnaby North,"$911,100",176.2,Detached,1,2012
-0.4,14.0,40.3,41.6,-1.9,Burnaby South,"$944,500",180.8,Detached,1,2012
-0.1,5.8,17.1,18.5,-1.4,Coquitlam,"$680,400",151.0,Detached,1,2012
5.3,10.3,22.8,25.9,3.3,Ladner,"$658,900",157.7,Detached,1,2012
0.8,2.6,6.8,5.6,-1.7,Maple Ridge,"$460,500",131.2,Detached,1,2012
0.7,7.8,30.4,30.7,-0.5,New Westminster,"$669,100",166.9,Detached,1,2012
-0.6,11.2,23.2,23.1,2.5,North Vancouver,"$955,100",150.4,Detached,1,2012
0.9,6.1,14.2,10.8,0.9,Pitt Meadows,"$500,000",140.9,Detached,1,2012
0.3,5.4,14.9,15.3,-1.3,Port Coquitlam,"$546,400",145.7,Detached,1,2012
-1.1,2.5,12.9,14.8,-3.9,Port Moody,"$794,900",146.8,Detached,1,2012
-0.7,7.1,47.2,54.4,-3.0,Richmond,"$1,040,100",201.5,Detached,1,2012
-1.8,6.5,2.5,10.1,-2.7,Squamish,"$499,000",131.5,Detached,1,2012
-0.9,3.0,1.0,-1.6,-4.8,Sunshine Coast,"$359,100",125.8,Detached,1,2012
1.4,15.0,16.6,18.2,-1.9,Tsawwassen,"$668,200",148.9,Detached,1,2012
0.7,12.7,39.5,40.5,0.6,Vancouver East,"$832,200",183.3,Detached,1,2012
2.4,17.9,63.9,68.3,-0.3,Vancouver West,"$2,205,700",223.1,Detached,1,2012
-1.3,16.9,43.8,33.9,-1.4,West Vancouver,"$1,809,300",170.8,Detached,1,2012
-5.0,-0.7,-6.4,3.5,-6.7,Whistler,"$892,100",124.1,Detached,1,2012
-0.8,2.0,14.8,17.0,-1.8,Greater Vancouver,"$470,400",150.9,Townhouse,1,2012
-0.7,1.4,9.9,12.2,-1.6,Lower Mainland,"$399,200",144.8,Townhouse,1,2012
-0.9,3.8,15.5,19.5,1.4,Burnaby East,"$420,700",155.4,Townhouse,1,2012
0.0,3.8,16.0,19.6,-0.3,Burnaby North,"$423,600",158.1,Townhouse,1,2012
0.1,2.5,20.2,24.5,0.3,Burnaby South,"$464,800",160.1,Townhouse,1,2012
-0.1,2.7,9.8,10.6,-2.3,Coquitlam,"$386,400",141.8,Townhouse,1,2012
-0.7,-2.6,18.6,21.0,-3.6,Ladner,"$441,600",158.4,Townhouse,1,2012
-0.4,-3.2,-1.2,3.0,-4.9,Maple Ridge,"$287,300",133.4,Townhouse,1,2012
1.0,0.1,21.4,21.1,0.0,New Westminster,"$433,600",159.1,Townhouse,1,2012
1.3,5.9,17.7,18.8,1.8,North Vancouver,"$595,100",144.6,Townhouse,1,2012
-4.2,-5.9,1.7,3.4,-9.1,Pitt Meadows,"$311,300",134.7,Townhouse,1,2012
-1.0,1.6,9.7,9.5,-0.6,Port Coquitlam,"$378,800",143.4,Townhouse,1,2012
-0.2,-3.2,3.5,3.5,-6.0,Port Moody,"$396,500",134.0,Townhouse,1,2012
-1.8,1.8,21.2,26.6,-2.0,Richmond,"$495,100",162.6,Townhouse,1,2012
2.3,-1.3,-11.2,-2.0,-6.7,Squamish,"$340,900",112.1,Townhouse,1,2012
-2.2,-4.4,18.1,20.6,-4.5,Tsawwassen,"$402,500",157.8,Townhouse,1,2012
-0.9,2.4,20.5,19.3,-3.0,Vancouver East,"$503,400",160.1,Townhouse,1,2012
-1.1,7.0,24.5,20.1,1.5,Vancouver West,"$682,200",159.5,Townhouse,1,2012
1.9,-3.7,-16.2,-7.5,-6.4,Whistler,"$438,800",105.8,Townhouse,1,2012
0.4,2.6,14.3,14.3,-1.2,Greater Vancouver,"$380,900",152.3,Apartment,1,2012
0.3,2.3,11.6,12.6,-1.3,Lower Mainland,"$354,600",151.9,Apartment,1,2012
2.8,5.0,19.4,20.2,1.0,Burnaby East,"$429,600",164.8,Apartment,1,2012
0.9,-0.2,7.3,6.6,-2.6,Burnaby North,"$328,900",140.4,Apartment,1,2012
-1.2,-0.2,12.5,15.5,-6.1,Burnaby South,"$374,300",150.3,Apartment,1,2012
-1.3,-1.2,8.5,5.1,-2.8,Coquitlam,"$255,100",140.0,Apartment,1,2012
-0.6,3.3,8.7,20.1,-3.4,Ladner,"$325,300",151.9,Apartment,1,2012
0.1,0.7,4.3,1.7,0.6,Maple Ridge,"$200,800",143.4,Apartment,1,2012
0.7,2.5,10.0,10.8,-1.7,New Westminster,"$270,600",153.3,Apartment,1,2012
1.2,2.9,11.9,10.2,-0.9,North Vancouver,"$345,700",141.0,Apartment,1,2012
1.4,3.5,8.4,5.7,3.3,Pitt Meadows,"$252,700",149.0,Apartment,1,2012
0.9,1.3,2.1,3.4,-1.9,Port Coquitlam,"$239,000",142.9,Apartment,1,2012
0.5,-2.5,-0.7,-1.7,0.2,Port Moody,"$301,900",125.8,Apartment,1,2012
-0.1,4.6,17.3,18.0,0.9,Richmond,"$361,100",154.6,Apartment,1,2012
-7.1,-12.4,-11.6,-11.7,-7.3,Squamish,"$224,000",110.4,Apartment,1,2012
-0.7,2.0,6.9,18.1,-3.4,Tsawwassen,"$346,900",149.4,Apartment,1,2012
-0.3,1.0,17.3,25.5,-1.9,Vancouver East,"$318,700",179.1,Apartment,1,2012
1.4,4.7,19.3,17.3,0.0,Vancouver West,"$477,400",154.9,Apartment,1,2012
-1.6,6.4,19.3,11.3,-0.5,West Vancouver,"$716,600",145.6,Apartment,1,2012
-5.5,-12.2,-15.0,-15.0,-4.3,Whistler,"$271,100",106.2,Apartment,1,2012
1.0,5.8,24.2,22.6,-0.1,Greater Vancouver,"$616,300",161.7,Residential - All Types,2,2012
0.9,5.2,19.5,17.9,-0.1,Lower Mainland,"$556,800",156.0,Residential - All Types,2,2012
3.0,4.4,3.6,-0.6,-6.4,Bowen Island,"$580,200",125.8,Residential - All Types,2,2012
0.3,6.2,24.2,22.8,1.4,Burnaby East,"$581,200",161.2,Residential - All Types,2,2012
0.4,5.1,19.5,18.5,-0.6,Burnaby North,"$516,600",156.0,Residential - All Types,2,2012
0.9,5.9,24.3,24.4,-2.3,Burnaby South,"$575,000",162.4,Residential - All Types,2,2012
1.2,3.7,16.1,12.6,-0.8,Coquitlam,"$497,300",147.5,Residential - All Types,2,2012
1.2,5.6,21.4,24.1,1.5,Ladner,"$563,400",158.6,Residential - All Types,2,2012
0.5,1.2,5.8,4.2,-1.5,Maple Ridge,"$420,800",134.0,Residential - All Types,2,2012
1.0,4.5,17.0,15.7,-0.7,New Westminster,"$359,400",158.1,Residential - All Types,2,2012
1.2,7.6,20.4,16.6,2.9,North Vancouver,"$658,100",147.9,Residential - All Types,2,2012
0.2,1.4,9.2,6.8,0.8,Pitt Meadows,"$389,500",141.6,Residential - All Types,2,2012
-0.3,2.1,9.9,8.2,-1.2,Port Coquitlam,"$420,100",143.8,Residential - All Types,2,2012
1.5,0.6,8.2,4.7,-1.2,Port Moody,"$493,100",136.3,Residential - All Types,2,2012
0.9,4.3,31.3,32.9,0.3,Richmond,"$584,500",174.5,Residential - All Types,2,2012
-2.9,0.8,-4.4,-1.4,-4.2,Squamish,"$374,000",119.0,Residential - All Types,2,2012
-3.5,-2.3,-1.6,-5.1,-10.5,Sunshine Coast,"$347,400",121.7,Residential - All Types,2,2012
2.1,7.5,16.4,19.6,-2.0,Tsawwassen,"$587,100",152.2,Residential - All Types,2,2012
2.5,7.3,31.5,33.7,1.7,Vancouver East,"$617,200",183.4,Residential - All Types,2,2012
0.6,8.2,33.4,29.6,0.0,Vancouver West,"$830,400",173.4,Residential - All Types,2,2012
2.8,14.9,43.0,29.7,2.0,West Vancouver,"$1,547,600",170.4,Residential - All Types,2,2012
-3.5,-4.0,-13.8,-11.1,-5.8,Whistler,"$460,000",107.2,Residential - All Types,2,2012
1.3,9.6,36.3,34.7,0.2,Greater Vancouver,"$944,600",174.5,Detached,2,2012
1.1,8.4,27.5,24.6,0.5,Lower Mainland,"$759,600",162.0,Detached,2,2012
3.0,4.4,3.6,-0.6,-6.4,Bowen Island,"$580,200",125.8,Detached,2,2012
1.7,9.6,32.4,30.2,2.3,Burnaby East,"$740,600",165.6,Detached,2,2012
-0.2,12.2,35.9,36.0,0.4,Burnaby North,"$909,100",175.8,Detached,2,2012
0.6,13.1,43.3,41.0,-0.9,Burnaby South,"$949,700",181.8,Detached,2,2012
1.2,6.7,20.8,18.4,-0.1,Coquitlam,"$688,500",152.8,Detached,2,2012
1.5,8.9,26.2,26.5,4.8,Ladner,"$668,500",160.0,Detached,2,2012
0.1,2.7,7.9,4.5,-1.4,Maple Ridge,"$460,900",131.3,Detached,2,2012
1.6,6.5,33.9,32.1,1.2,New Westminster,"$679,900",169.6,Detached,2,2012
0.8,9.9,25.5,21.7,4.0,North Vancouver,"$962,700",151.6,Detached,2,2012
0.1,4.9,14.4,10.1,2.2,Pitt Meadows,"$500,700",141.1,Detached,2,2012
0.3,5.6,16.7,14.1,-0.5,Port Coquitlam,"$547,900",146.1,Detached,2,2012
2.6,5.4,17.7,16.3,-1.4,Port Moody,"$815,500",150.6,Detached,2,2012
2.3,5.9,52.2,56.2,0.0,Richmond,"$1,064,400",206.2,Detached,2,2012
-2.6,5.1,2.0,5.6,-3.9,Squamish,"$486,100",128.1,Detached,2,2012
-3.5,-2.7,-1.9,-5.4,-10.7,Sunshine Coast,"$346,500",121.4,Detached,2,2012
2.0,9.2,19.7,19.6,-1.4,Tsawwassen,"$681,600",151.9,Detached,2,2012
1.3,10.9,41.3,40.6,2.0,Vancouver East,"$843,100",185.7,Detached,2,2012
2.0,16.5,67.2,68.4,0.0,Vancouver West,"$2,249,200",227.5,Detached,2,2012
3.1,18.5,48.9,35.5,1.9,West Vancouver,"$1,865,400",176.1,Detached,2,2012
-2.9,-1.1,-5.9,-1.1,-6.6,Whistler,"$866,300",120.5,Detached,2,2012
0.9,1.7,16.6,17.2,-1.6,Greater Vancouver,"$474,800",152.3,Townhouse,2,2012
0.8,1.5,11.8,12.1,-1.4,Lower Mainland,"$402,500",146.0,Townhouse,2,2012
0.1,2.6,17.1,18.3,0.4,Burnaby East,"$421,000",155.5,Townhouse,2,2012
1.3,3.6,18.9,19.5,-0.1,Burnaby North,"$429,200",160.2,Townhouse,2,2012
1.4,4.8,21.9,25.2,0.6,Burnaby South,"$471,500",162.4,Townhouse,2,2012
-0.2,0.9,10.6,9.3,-2.7,Coquitlam,"$385,600",141.5,Townhouse,2,2012
-0.8,-4.1,17.9,18.9,-4.4,Ladner,"$438,300",157.2,Townhouse,2,2012
2.2,-1.5,1.9,4.8,-2.6,Maple Ridge,"$293,800",136.4,Townhouse,2,2012
2.4,1.2,23.5,23.0,1.2,New Westminster,"$443,900",162.9,Townhouse,2,2012
1.2,6.4,19.5,18.1,3.8,North Vancouver,"$602,100",146.3,Townhouse,2,2012
1.4,-4.5,3.7,3.6,-3.9,Pitt Meadows,"$315,700",136.6,Townhouse,2,2012
0.9,0.6,11.1,9.1,0.8,Port Coquitlam,"$382,200",144.7,Townhouse,2,2012
0.3,-4.0,5.5,2.7,-5.0,Port Moody,"$397,700",134.4,Townhouse,2,2012
-1.1,-0.4,21.1,24.3,-3.4,Richmond,"$489,600",160.8,Townhouse,2,2012
-0.5,-4.1,-9.9,-4.0,-6.1,Squamish,"$339,100",111.5,Townhouse,2,2012
1.0,-3.8,19.5,20.5,-5.1,Tsawwassen,"$406,300",159.3,Townhouse,2,2012
6.1,4.8,27.4,26.8,-0.6,Vancouver East,"$534,200",169.9,Townhouse,2,2012
2.4,8.1,26.9,23.3,0.7,Vancouver West,"$698,500",163.3,Townhouse,2,2012
-0.5,-4.9,-14.9,-9.3,-6.4,Whistler,"$436,700",105.3,Townhouse,2,2012
0.6,2.9,16.0,13.6,-0.3,Greater Vancouver,"$383,200",153.2,Apartment,2,2012
0.7,2.5,13.5,11.9,-0.3,Lower Mainland,"$356,900",152.9,Apartment,2,2012
-0.8,3.7,18.6,17.1,1.0,Burnaby East,"$426,200",163.5,Apartment,2,2012
0.6,-0.1,9.0,6.6,-1.9,Burnaby North,"$330,700",141.2,Apartment,2,2012
1.1,0.9,15.0,15.3,-5.3,Burnaby South,"$378,300",151.9,Apartment,2,2012
1.8,0.4,11.7,5.7,-0.8,Coquitlam,"$259,700",142.5,Apartment,2,2012
2.1,4.3,10.4,21.6,-3.2,Ladner,"$332,200",155.1,Apartment,2,2012
-0.3,-0.5,2.9,0.0,0.6,Maple Ridge,"$200,100",142.9,Apartment,2,2012
0.6,3.6,11.6,10.4,-1.8,New Westminster,"$272,200",154.2,Apartment,2,2012
1.8,4.6,14.8,10.5,0.8,North Vancouver,"$351,800",143.5,Apartment,2,2012
-0.9,1.5,6.3,3.4,2.6,Pitt Meadows,"$250,500",147.7,Apartment,2,2012
-2.2,-1.3,1.0,-0.2,-3.8,Port Coquitlam,"$233,800",139.8,Apartment,2,2012
1.4,-0.4,3.6,-2.1,2.0,Port Moody,"$306,200",127.6,Apartment,2,2012
0.8,5.1,18.9,18.0,2.3,Richmond,"$363,900",155.8,Apartment,2,2012
-7.4,-7.4,-16.6,-17.5,-4.9,Squamish,"$207,300",102.2,Apartment,2,2012
2.5,4.1,9.0,20.1,-3.5,Tsawwassen,"$355,500",153.1,Apartment,2,2012
3.3,3.6,22.4,27.6,1.9,Vancouver East,"$329,100",185.0,Apartment,2,2012
-0.5,3.5,20.1,15.4,-0.3,Vancouver West,"$475,200",154.2,Apartment,2,2012
1.0,2.2,21.8,9.4,3.6,West Vancouver,"$724,000",147.1,Apartment,2,2012
-8.7,-6.4,-20.8,-21.7,-3.6,Whistler,"$247,600",97.0,Apartment,2,2012
1.1,5.0,26.3,22.5,1.2,Greater Vancouver,"$622,800",163.4,Residential - All Types,3,2012
0.9,4.4,21.6,17.6,1.0,Lower Mainland,"$561,800",157.4,Residential - All Types,3,2012
4.3,6.9,8.0,2.7,0.2,Bowen Island,"$605,200",131.2,Residential - All Types,3,2012
1.9,7.5,27.6,23.9,4.0,Burnaby East,"$592,400",164.3,Residential - All Types,3,2012
0.8,5.1,21.2,18.1,0.4,Burnaby North,"$520,600",157.2,Residential - All Types,3,2012
1.6,5.2,27.6,25.1,0.1,Burnaby South,"$584,200",165.0,Residential - All Types,3,2012
1.0,2.8,18.9,12.4,1.0,Coquitlam,"$502,300",149.0,Residential - All Types,3,2012
1.8,5.8,24.6,25.1,2.6,Ladner,"$573,300",161.4,Residential - All Types,3,2012
0.8,1.9,7.4,4.0,0.7,Maple Ridge,"$424,300",135.1,Residential - All Types,3,2012
1.7,4.6,19.9,16.6,-0.1,New Westminster,"$365,500",160.8,Residential - All Types,3,2012
1.0,6.6,22.8,15.8,3.9,North Vancouver,"$664,800",149.4,Residential - All Types,3,2012
0.5,-0.6,9.6,6.3,1.1,Pitt Meadows,"$391,400",142.3,Residential - All Types,3,2012
1.6,2.1,12.8,8.5,1.1,Port Coquitlam,"$426,800",146.1,Residential - All Types,3,2012
0.9,1.6,11.3,4.1,0.5,Port Moody,"$497,500",137.5,Residential - All Types,3,2012
0.1,2.4,32.5,31.9,1.0,Richmond,"$585,200",174.7,Residential - All Types,3,2012
0.9,2.3,-1.4,-1.5,-2.0,Squamish,"$377,500",120.1,Residential - All Types,3,2012
5.0,1.8,4.1,-0.8,-3.9,Sunshine Coast,"$364,800",127.8,Residential - All Types,3,2012
1.6,9.4,18.7,20.6,-0.8,Tsawwassen,"$596,700",154.7,Residential - All Types,3,2012
1.4,7.6,33.7,33.7,2.5,Vancouver East,"$625,600",185.9,Residential - All Types,3,2012
1.0,6.6,34.7,29.8,1.2,Vancouver West,"$839,000",175.2,Residential - All Types,3,2012
2.8,15.3,47.9,30.6,5.9,West Vancouver,"$1,590,300",175.1,Residential - All Types,3,2012
2.7,-1.4,-9.4,-9.2,-2.4,Whistler,"$472,400",110.1,Residential - All Types,3,2012
1.2,8.7,39.1,34.6,1.6,Greater Vancouver,"$955,900",176.6,Detached,3,2012
0.9,7.2,29.7,24.4,1.4,Lower Mainland,"$766,700",163.5,Detached,3,2012
4.3,6.9,8.0,2.7,0.2,Bowen Island,"$605,200",131.2,Detached,3,2012
2.3,13.2,36.1,32.6,5.3,Burnaby East,"$757,600",169.4,Detached,3,2012
0.8,12.7,37.0,35.0,0.9,Burnaby North,"$916,300",177.2,Detached,3,2012
2.5,11.8,48.9,43.2,0.8,Burnaby South,"$973,200",186.3,Detached,3,2012
1.3,6.2,24.5,18.3,1.4,Coquitlam,"$697,500",154.8,Detached,3,2012
2.4,10.1,30.9,28.2,6.6,Ladner,"$684,400",163.8,Detached,3,2012
0.4,2.2,9.3,3.9,0.0,Maple Ridge,"$462,600",131.8,Detached,3,2012
0.7,6.7,36.2,32.1,2.7,New Westminster,"$684,700",170.8,Detached,3,2012
1.6,9.2,28.8,21.3,6.0,North Vancouver,"$978,600",154.1,Detached,3,2012
-0.2,1.5,14.2,9.0,2.2,Pitt Meadows,"$499,700",140.8,Detached,3,2012
0.9,4.1,19.3,13.5,0.5,Port Coquitlam,"$552,800",147.4,Detached,3,2012
0.2,4.4,19.9,15.0,0.8,Port Moody,"$817,100",150.9,Detached,3,2012
0.0,1.5,54.0,54.5,1.6,Richmond,"$1,064,900",206.3,Detached,3,2012
-0.7,3.4,3.4,3.2,-1.5,Squamish,"$482,700",127.2,Detached,3,2012
4.9,1.4,3.7,-1.0,-4.2,Sunshine Coast,"$363,700",127.4,Detached,3,2012
2.6,13.4,23.7,21.7,0.6,Tsawwassen,"$699,100",155.8,Detached,3,2012
1.7,10.7,43.7,41.3,2.8,Vancouver East,"$857,600",188.9,Detached,3,2012
0.8,15.5,68.6,66.6,-0.6,Vancouver West,"$2,267,900",229.4,Detached,3,2012
3.2,17.8,54.4,37.2,7.3,West Vancouver,"$1,924,700",181.7,Detached,3,2012
0.2,-3.1,-2.4,-2.7,-5.3,Whistler,"$867,700",120.7,Detached,3,2012
1.8,2.3,19.4,18.3,0.5,Greater Vancouver,"$483,200",155.0,Townhouse,3,2012
1.2,1.7,14.1,12.6,0.0,Lower Mainland,"$407,200",147.7,Townhouse,3,2012
1.4,2.0,20.2,18.7,3.3,Burnaby East,"$426,900",157.7,Townhouse,3,2012
1.4,2.7,22.0,19.5,1.1,Burnaby North,"$435,100",162.4,Townhouse,3,2012
0.6,4.1,22.4,24.8,0.5,Burnaby South,"$474,100",163.3,Townhouse,3,2012
0.2,-0.1,12.1,8.3,-2.2,Coquitlam,"$386,400",141.8,Townhouse,3,2012
2.8,-2.1,21.4,21.1,-2.4,Ladner,"$450,500",161.6,Townhouse,3,2012
1.5,1.3,4.4,5.8,0.8,Maple Ridge,"$298,300",138.5,Townhouse,3,2012
1.2,1.6,24.2,23.5,3.1,New Westminster,"$449,400",164.9,Townhouse,3,2012
0.5,4.6,20.7,16.4,3.5,North Vancouver,"$605,000",147.0,Townhouse,3,2012
0.6,-6.7,4.9,3.1,-4.4,Pitt Meadows,"$317,500",137.4,Townhouse,3,2012
1.0,1.8,12.5,9.0,2.6,Port Coquitlam,"$386,200",146.2,Townhouse,3,2012
1.1,-3.7,8.4,2.7,-3.3,Port Moody,"$402,100",135.9,Townhouse,3,2012
1.6,0.7,24.2,25.1,-2.9,Richmond,"$497,200",163.3,Townhouse,3,2012
6.0,1.5,-2.5,0.3,-0.4,Squamish,"$359,500",118.2,Townhouse,3,2012
2.8,-2.0,23.0,22.7,-1.3,Tsawwassen,"$417,500",163.7,Townhouse,3,2012
2.5,6.9,29.9,30.2,3.6,Vancouver East,"$547,400",174.1,Townhouse,3,2012
3.5,8.6,30.5,28.0,6.4,Vancouver West,"$722,900",169.0,Townhouse,3,2012
7.4,0.4,-6.7,-4.1,1.1,Whistler,"$469,100",113.1,Townhouse,3,2012
0.7,1.8,17.5,13.3,1.0,Greater Vancouver,"$385,900",154.3,Apartment,3,2012
0.8,1.7,15.3,11.5,1.0,Lower Mainland,"$359,700",154.1,Apartment,3,2012
2.7,4.2,21.9,18.2,2.9,Burnaby East,"$437,600",167.9,Apartment,3,2012
0.6,0.1,10.5,6.4,-0.8,Burnaby North,"$332,600",142.0,Apartment,3,2012
1.6,0.4,18.1,15.6,-1.3,Burnaby South,"$384,300",154.3,Apartment,3,2012
0.8,-1.3,14.0,5.4,2.4,Coquitlam,"$261,900",143.7,Apartment,3,2012
-1.4,-0.4,8.4,19.0,-5.3,Ladner,"$327,500",152.9,Apartment,3,2012
1.5,1.0,3.4,0.1,3.2,Maple Ridge,"$203,100",145.0,Apartment,3,2012
2.1,3.6,15.0,11.5,-1.7,New Westminster,"$277,800",157.4,Apartment,3,2012
0.2,3.2,16.0,9.0,0.9,North Vancouver,"$352,600",143.8,Apartment,3,2012
1.8,2.6,7.3,3.8,5.1,Pitt Meadows,"$255,000",150.4,Apartment,3,2012
3.2,-0.4,5.3,1.5,0.6,Port Coquitlam,"$241,300",144.3,Apartment,3,2012
1.1,2.9,7.5,-2.9,2.9,Port Moody,"$309,500",129.0,Apartment,3,2012
-0.8,3.4,18.8,16.1,2.3,Richmond,"$360,900",154.5,Apartment,3,2012
0.4,-1.0,-14.6,-16.4,-5.3,Squamish,"$208,100",102.6,Apartment,3,2012
-1.6,-0.7,6.8,17.3,-5.3,Tsawwassen,"$349,900",150.7,Apartment,3,2012
0.7,3.8,24.4,26.4,2.1,Vancouver East,"$331,500",186.3,Apartment,3,2012
0.8,1.3,21.0,15.6,1.4,Vancouver West,"$479,200",155.5,Apartment,3,2012
0.6,5.1,23.7,7.1,1.0,West Vancouver,"$728,400",148.0,Apartment,3,2012
-1.6,-2.5,-20.6,-22.3,-4.8,Whistler,"$243,500",95.4,Apartment,3,2012
0.8,3.9,25.5,21.6,2.4,Greater Vancouver,"$627,800",164.7,Residential - All Types,4,2012
0.7,3.4,21.2,16.9,2.1,Lower Mainland,"$565,700",158.5,Residential - All Types,4,2012
2.4,2.1,9.8,3.0,3.9,Bowen Island,"$619,900",134.4,Residential - All Types,4,2012
0.8,5.0,26.5,23.0,5.5,Burnaby East,"$597,100",165.6,Residential - All Types,4,2012
1.3,4.2,21.2,18.1,2.1,Burnaby North,"$527,200",159.2,Residential - All Types,4,2012
0.3,3.7,26.2,23.9,0.2,Burnaby South,"$585,900",165.5,Residential - All Types,4,2012
0.9,2.3,19.1,12.4,1.2,Coquitlam,"$506,700",150.3,Residential - All Types,4,2012
-0.5,3.6,22.8,23.2,2.3,Ladner,"$570,500",160.6,Residential - All Types,4,2012
