Area,Benchmark,Price Index,1 Month +/-,6 Month +/-,1 Year +/-,3 Year +/-,5 Year +/-,Property Type,Report Month,Report Year
Ladner,"$487,500",227.6,2.4,16.1,28.9,51.5,41.0,Apartment,9,2016
Maple Ridge,"$250,300",178.7,0.5,16.2,24.7,26.0,27.2,Apartment,9,2016
New Westminster,"$390,200",221.1,2.6,15.5,29.1,39.3,38.1,Apartment,9,2016
North Vancouver,"$464,400",189.4,-2.5,12.9,22.8,31.0,32.9,Apartment,9,2016
Pitt Meadows,"$350,400",206.6,1.0,17.7,27.9,34.8,44.4,Apartment,9,2016
Port Coquitlam,"$331,900",198.5,1.4,19.5,30.2,46.2,38.4,Apartment,9,2016
Port Moody,"$480,200",200.1,1.2,12.2,30.3,50.0,59.6,Apartment,9,2016
Richmond,"$473,700",202.8,0.7,9.5,20.6,33.3,34.2,Apartment,9,2016
Squamish,"$367,800",181.3,-1.5,14.7,27.6,75.0,67.4,Apartment,9,2016
Tsawwassen,"$512,000",220.5,2.2,15.7,26.5,48.8,38.5,Apartment,9,2016
Vancouver East,"$482,500",271.2,0.6,16.0,32.2,45.0,48.7,Apartment,9,2016
Vancouver West,"$687,600",223.1,-1.4,7.6,23.9,44.7,45.5,Apartment,9,2016
West Vancouver,"$966,600",196.4,-0.7,9.4,30.2,32.1,34.0,Apartment,9,2016
Whistler,"$354,800",139.0,-1.1,13.7,19.6,43.0,38.7,Apartment,9,2016
Greater Vancouver,"$919,400",241.2,-1.3,7.0,23.8,51.3,49.9,Residential - All Types,10,2016
Lower Mainland,"$831,300",232.9,-0.9,8.8,26.1,50.7,50.0,Residential - All Types,10,2016
Bowen Island,"$792,900",171.9,-0.5,16.8,23.0,38.1,32.8,Residential - All Types,10,2016
Burnaby East,"$866,700",240.4,-1.3,7.8,24.5,47.7,53.1,Residential - All Types,10,2016
Burnaby North,"$780,600",235.7,-0.5,7.9,25.4,48.4,51.2,Residential - All Types,10,2016
Burnaby South,"$862,100",243.5,-1.0,10.9,23.6,50.3,47.5,Residential - All Types,10,2016
Coquitlam,"$783,200",232.3,-0.9,8.5,24.8,55.9,56.4,Residential - All Types,10,2016
Ladner,"$828,700",233.3,-4.0,-3.4,18.7,51.6,48.6,Residential - All Types,10,2016
Maple Ridge,"$621,800",198.0,-0.4,14.3,32.2,48.0,49.1,Residential - All Types,10,2016
New Westminster,"$514,600",226.4,-2.2,7.6,24.1,41.6,42.4,Residential - All Types,10,2016
North Vancouver,"$1,002,500",225.3,-1.6,8.3,26.1,52.2,57.1,Residential - All Types,10,2016
Pitt Meadows,"$588,700",214.0,0.3,16.6,30.8,48.4,52.0,Residential - All Types,10,2016
Port Coquitlam,"$625,800",214.2,-0.6,7.2,26.4,49.8,49.1,Residential - All Types,10,2016
Port Moody,"$768,400",212.4,-1.3,6.7,23.3,50.0,57.4,Residential - All Types,10,2016
Richmond,"$860,600",256.9,-0.1,7.9,25.6,53.6,48.4,Residential - All Types,10,2016
Squamish,"$636,800",202.6,0.0,12.6,29.8,59.5,67.0,Residential - All Types,10,2016
Sunshine Coast,"$486,100",170.3,0.9,15.0,27.1,41.0,31.4,Residential - All Types,10,2016
Tsawwassen,"$927,700",240.5,-6.8,-8.8,18.5,63.1,56.0,Residential - All Types,10,2016
Vancouver East,"$972,600",289.0,-3.0,4.9,22.3,55.7,60.2,Residential - All Types,10,2016
Vancouver West,"$1,233,600",257.6,-0.9,5.1,21.9,52.9,49.5,Residential - All Types,10,2016
West Vancouver,"$2,601,200",286.4,-4.6,8.0,30.2,66.6,71.2,Residential - All Types,10,2016
Whistler,"$713,200",166.2,1.6,12.0,26.0,47.6,48.3,Residential - All Types,10,2016
Greater Vancouver,"$1,513,500",279.6,-2.2,6.5,26.1,64.2,60.9,Detached,10,2016
Lower Mainland,"$1,217,300",259.6,-1.7,8.2,28.6,61.6,61.0,Detached,10,2016
Bowen Island,"$792,900",171.9,-0.5,16.8,23.0,38.1,32.8,Detached,10,2016
Burnaby East,"$1,181,100",264.1,-3.9,5.1,22.7,55.8,65.0,Detached,10,2016
Burnaby North,"$1,549,300",299.6,-1.0,8.2,25.4,66.7,71.7,Detached,10,2016
Burnaby South,"$1,657,000",317.2,-1.9,11.1,31.6,71.0,71.3,Detached,10,2016
Coquitlam,"$1,196,300",265.5,-1.2,9.8,29.9,68.8,73.6,Detached,10,2016
Ladner,"$1,013,600",242.6,-4.4,-5.9,19.1,56.5,57.4,Detached,10,2016
Maple Ridge,"$714,700",203.6,-0.4,13.9,34.6,55.1,55.9,Detached,10,2016
New Westminster,"$1,032,200",257.5,-3.8,2.8,21.9,53.4,56.1,Detached,10,2016
North Vancouver,"$1,659,400",261.3,-0.8,9.0,32.0,72.0,76.7,Detached,10,2016
Pitt Meadows,"$792,400",223.3,-0.1,17.1,33.9,57.3,58.0,Detached,10,2016
Port Coquitlam,"$880,200",234.7,-1.1,2.8,24.3,59.3,61.4,Detached,10,2016
Port Moody,"$1,377,600",254.4,-0.3,9.5,28.4,60.9,71.9,Detached,10,2016
Richmond,"$1,711,700",331.6,-1.0,8.2,32.4,77.3,62.9,Detached,10,2016
Squamish,"$810,500",213.6,-1.9,12.5,30.8,60.1,67.9,Detached,10,2016
Sunshine Coast,"$483,800",169.5,0.8,14.8,27.3,41.1,30.8,Detached,10,2016
Tsawwassen,"$1,114,200",248.3,-7.8,-12.5,17.7,67.5,62.1,Detached,10,2016
Vancouver East,"$1,438,700",316.9,-4.5,0.8,18.9,67.9,72.9,Detached,10,2016
Vancouver West,"$3,532,400",357.3,-2.3,8.3,25.3,66.9,55.0,Detached,10,2016
West Vancouver,"$3,273,200",309.0,-4.5,9.0,31.3,71.5,80.7,Detached,10,2016
Whistler,"$1,385,300",192.7,0.2,12.2,27.4,49.0,56.4,Detached,10,2016
Greater Vancouver,"$672,100",215.6,-0.9,8.0,24.1,42.9,39.9,Townhouse,10,2016
Lower Mainland,"$565,700",205.2,-0.1,12.1,27.4,42.5,39.1,Townhouse,10,2016
Burnaby East,"$533,900",197.2,2.6,11.7,20.6,27.7,30.7,Townhouse,10,2016
Burnaby North,"$598,500",223.4,-0.9,4.2,25.3,38.7,37.8,Townhouse,10,2016
Burnaby South,"$650,300",224.0,-0.9,11.4,24.7,43.1,37.8,Townhouse,10,2016
Coquitlam,"$546,100",200.4,-0.9,2.5,19.9,42.1,37.8,Townhouse,10,2016
Ladner,"$600,300",215.3,-2.9,-3.1,16.1,37.1,31.4,Townhouse,10,2016
Maple Ridge,"$419,000",194.5,-0.5,16.4,31.3,41.5,45.4,Townhouse,10,2016
New Westminster,"$591,600",217.1,-0.1,-0.7,19.1,36.0,36.2,Townhouse,10,2016
North Vancouver,"$849,900",206.5,-5.7,8.0,22.6,44.4,42.3,Townhouse,10,2016
Pitt Meadows,"$474,500",205.3,-0.1,17.0,30.1,50.0,49.7,Townhouse,10,2016
Port Coquitlam,"$552,900",209.3,1.5,10.3,32.0,46.8,46.7,Townhouse,10,2016
Port Moody,"$524,000",177.1,-4.0,-1.8,9.5,30.5,28.6,Townhouse,10,2016
Richmond,"$708,900",232.8,-0.6,8.2,24.4,44.9,38.7,Townhouse,10,2016
Squamish,"$573,300",188.5,-1.6,10.4,25.1,54.1,59.7,Townhouse,10,2016
Tsawwassen,"$562,900",220.7,-3.3,-0.6,23.1,40.2,35.3,Townhouse,10,2016
Vancouver East,"$771,300",245.3,-1.4,8.7,22.8,41.8,47.4,Townhouse,10,2016
Vancouver West,"$1,059,500",247.7,0.7,9.7,28.9,52.5,53.7,Townhouse,10,2016
Whistler,"$704,300",169.8,-1.7,9.9,24.0,50.5,53.7,Townhouse,10,2016
Greater Vancouver,"$535,700",214.2,-0.1,8.2,22.0,40.6,41.2,Apartment,10,2016
Lower Mainland,"$492,500",211.0,0.2,9.2,22.5,39.3,39.4,Apartment,10,2016
Burnaby East,"$592,500",227.3,-1.5,6.7,26.2,36.5,40.9,Apartment,10,2016
Burnaby North,"$463,300",197.8,0.3,9.9,26.4,36.7,39.7,Apartment,10,2016
Burnaby South,"$530,200",212.9,-0.2,11.7,19.6,40.2,36.2,Apartment,10,2016
Coquitlam,"$369,900",203.0,-0.1,10.3,20.5,44.6,41.8,Apartment,10,2016
Ladner,"$472,100",220.4,-3.2,9.3,20.6,50.2,38.0,Apartment,10,2016
Maple Ridge,"$251,500",179.6,0.5,13.0,22.8,28.0,26.6,Apartment,10,2016
New Westminster,"$383,500",217.3,-1.7,11.3,25.9,38.2,38.0,Apartment,10,2016
North Vancouver,"$458,800",187.1,-1.2,8.5,19.9,30.0,36.3,Apartment,10,2016
Pitt Meadows,"$354,900",209.3,1.3,16.1,27.4,37.8,44.6,Apartment,10,2016
Port Coquitlam,"$327,400",195.8,-1.4,12.9,27.0,42.5,37.5,Apartment,10,2016
Port Moody,"$477,000",198.8,-0.6,10.1,27.4,49.1,60.8,Apartment,10,2016
Richmond,"$483,000",206.8,2.0,10.5,20.0,33.9,37.0,Apartment,10,2016
Squamish,"$387,100",190.8,5.2,15.2,34.8,71.4,75.5,Apartment,10,2016
Tsawwassen,"$497,600",214.3,-2.8,9.4,20.7,48.3,36.4,Apartment,10,2016
Vancouver East,"$476,600",267.9,-1.2,10.7,28.0,43.9,48.0,Apartment,10,2016
Vancouver West,"$687,000",222.9,-0.1,4.0,20.7,47.0,46.6,Apartment,10,2016
West Vancouver,"$942,500",191.5,-2.5,8.3,27.8,38.6,29.0,Apartment,10,2016
Whistler,"$377,800",148.0,6.5,15.2,30.4,49.8,42.7,Apartment,10,2016
Greater Vancouver,"$914,000",239.8,-0.6,1.7,20.6,50.0,49.3,Residential - All Types,11,2016
Lower Mainland,"$827,000",231.7,-0.5,3.2,23.0,50.0,49.4,Residential - All Types,11,2016
Bowen Island,"$813,600",176.4,2.6,12.6,28.5,43.9,39.4,Residential - All Types,11,2016
Burnaby East,"$861,700",239.0,-0.6,-0.4,21.2,47.9,52.0,Residential - All Types,11,2016
Burnaby North,"$782,200",236.2,0.2,2.0,23.9,49.8,51.8,Residential - All Types,11,2016
Burnaby South,"$858,200",242.4,-0.5,4.1,21.7,49.1,47.8,Residential - All Types,11,2016
Coquitlam,"$773,000",229.3,-1.3,0.6,20.5,53.0,56.0,Residential - All Types,11,2016
Ladner,"$822,000",231.4,-0.8,-4.3,15.3,55.6,49.6,Residential - All Types,11,2016
Maple Ridge,"$621,800",198.0,0.0,7.6,30.4,49.1,50.6,Residential - All Types,11,2016
New Westminster,"$516,200",227.1,0.3,4.1,21.6,43.0,43.4,Residential - All Types,11,2016
North Vancouver,"$999,800",224.7,-0.3,3.0,20.9,50.9,56.5,Residential - All Types,11,2016
Pitt Meadows,"$590,900",214.8,0.4,11.2,29.6,49.9,51.3,Residential - All Types,11,2016
Port Coquitlam,"$615,500",210.7,-1.6,1.6,22.6,46.2,46.7,Residential - All Types,11,2016
Port Moody,"$764,800",211.4,-0.5,2.1,20.1,50.0,58.0,Residential - All Types,11,2016
Richmond,"$847,800",253.1,-1.5,1.4,21.9,51.5,47.2,Residential - All Types,11,2016
Squamish,"$640,500",203.8,0.6,6.4,29.5,62.8,61.1,Residential - All Types,11,2016
Sunshine Coast,"$491,200",172.1,1.1,9.9,27.3,44.1,36.3,Residential - All Types,11,2016
Tsawwassen,"$914,200",237.0,-1.5,-10.6,12.5,62.9,54.8,Residential - All Types,11,2016
Vancouver East,"$968,500",287.8,-0.4,0.1,19.4,52.8,59.5,Residential - All Types,11,2016
Vancouver West,"$1,236,000",258.1,0.2,1.3,18.9,51.7,49.0,Residential - All Types,11,2016
West Vancouver,"$2,450,400",269.8,-5.8,-2.1,19.4,54.8,61.3,Residential - All Types,11,2016
Whistler,"$714,900",166.6,0.2,6.5,25.6,51.3,41.7,Residential - All Types,11,2016
Greater Vancouver,"$1,490,200",275.3,-1.5,-1.6,21.5,61.3,58.9,Detached,11,2016
Lower Mainland,"$1,200,400",256.0,-1.4,0.0,24.3,59.2,59.0,Detached,11,2016
Bowen Island,"$813,600",176.4,2.6,12.6,28.5,43.9,39.4,Detached,11,2016
Burnaby East,"$1,171,700",262.0,-0.8,-5.4,18.1,56.8,63.9,Detached,11,2016
Burnaby North,"$1,520,800",294.1,-1.8,-3.3,22.3,66.3,69.5,Detached,11,2016
Burnaby South,"$1,641,300",314.2,-0.9,2.6,28.5,67.5,70.1,Detached,11,2016
Coquitlam,"$1,165,700",258.7,-2.6,-1.9,24.3,64.5,69.6,Detached,11,2016
Ladner,"$1,001,900",239.8,-1.2,-6.2,13.9,61.0,58.1,Detached,11,2016
Maple Ridge,"$713,600",203.3,-0.1,6.5,32.3,55.1,57.5,Detached,11,2016
New Westminster,"$1,023,000",255.2,-0.9,-5.3,17.3,52.8,54.8,Detached,11,2016
North Vancouver,"$1,640,400",258.3,-1.1,1.4,24.8,69.4,74.2,Detached,11,2016
Pitt Meadows,"$793,800",223.7,0.2,8.9,32.1,59.2,58.1,Detached,11,2016
Port Coquitlam,"$874,200",233.1,-0.7,-4.0,21.1,58.8,59.5,Detached,11,2016
Port Moody,"$1,379,200",254.7,0.1,2.2,26.4,61.3,72.3,Detached,11,2016
Richmond,"$1,660,600",321.7,-3.0,-2.5,26.0,70.9,58.6,Detached,11,2016
Squamish,"$824,200",217.2,1.7,5.8,32.3,66.8,63.9,Detached,11,2016
Sunshine Coast,"$488,700",171.2,1.0,9.7,27.4,44.2,35.4,Detached,11,2016
Tsawwassen,"$1,093,600",243.7,-1.9,-14.3,10.2,65.9,60.1,Detached,11,2016
Vancouver East,"$1,433,200",315.7,-0.4,-4.9,15.9,64.7,71.0,Detached,11,2016
Vancouver West,"$3,518,600",355.9,-0.4,0.9,21.6,65.4,55.7,Detached,11,2016
West Vancouver,"$3,056,100",288.5,-6.6,-2.9,19.8,57.0,68.1,Detached,11,2016
Whistler,"$1,380,300",192.0,-0.4,2.7,26.1,53.0,49.1,Detached,11,2016
Greater Vancouver,"$677,400",217.3,0.8,4.6,22.9,44.0,42.2,Townhouse,11,2016
Lower Mainland,"$570,100",206.8,0.8,8.7,26.4,43.9,41.1,Townhouse,11,2016
Burnaby East,"$542,000",200.2,1.5,6.5,22.7,30.8,31.8,Townhouse,11,2016
Burnaby North,"$612,700",228.7,2.4,2.5,24.0,43.7,42.5,Townhouse,11,2016
Burnaby South,"$661,600",227.9,1.7,5.4,27.5,43.8,41.0,Townhouse,11,2016
Coquitlam,"$551,600",202.4,1.0,1.7,19.1,43.0,45.3,Townhouse,11,2016
Ladner,"$598,000",214.5,-0.4,-5.5,16.8,37.9,32.0,Townhouse,11,2016
Maple Ridge,"$418,300",194.2,-0.2,9.2,30.4,43.0,47.6,Townhouse,11,2016
New Westminster,"$597,600",219.3,1.0,-3.9,19.1,39.3,38.4,Townhouse,11,2016
North Vancouver,"$877,400",213.2,3.2,4.2,21.3,48.7,48.0,Townhouse,11,2016
Pitt Meadows,"$477,700",206.7,0.7,14.1,29.5,49.6,49.3,Townhouse,11,2016
Port Coquitlam,"$536,500",203.1,-3.0,6.8,27.6,41.0,42.4,Townhouse,11,2016
Port Moody,"$519,600",175.6,-0.8,-4.0,5.5,30.8,29.1,Townhouse,11,2016
Richmond,"$715,300",234.9,0.9,4.8,23.2,45.9,41.3,Townhouse,11,2016
Squamish,"$593,600",195.2,3.6,11.1,31.6,61.6,65.3,Townhouse,11,2016
Tsawwassen,"$566,700",222.2,0.7,-2.6,22.2,41.7,35.7,Townhouse,11,2016
Vancouver East,"$791,500",251.7,2.6,8.2,24.0,44.9,53.3,Townhouse,11,2016
Vancouver West,"$1,052,200",246.0,-0.7,3.6,23.7,49.5,51.0,Townhouse,11,2016
Whistler,"$728,300",175.6,3.4,10.6,28.6,59.8,58.1,Townhouse,11,2016
Greater Vancouver,"$536,700",214.6,0.2,6.0,19.8,40.3,41.3,Apartment,11,2016
Lower Mainland,"$494,600",211.9,0.4,7.2,20.7,39.9,40.0,Apartment,11,2016
Burnaby East,"$602,900",231.3,1.8,6.2,25.2,39.1,42.5,Apartment,11,2016
Burnaby North,"$471,500",201.3,1.8,9.5,26.5,38.7,41.8,Apartment,11,2016
Burnaby South,"$527,500",211.8,-0.5,6.3,17.6,40.0,36.7,Apartment,11,2016
Coquitlam,"$370,500",203.3,0.1,6.3,17.2,42.7,42.7,Apartment,11,2016
Ladner,"$471,900",220.3,0.0,7.3,20.4,56.9,40.1,Apartment,11,2016
Maple Ridge,"$253,400",180.9,0.7,11.6,22.2,32.2,26.4,Apartment,11,2016
New Westminster,"$386,400",218.9,0.7,10.1,24.2,40.1,39.6,Apartment,11,2016
North Vancouver,"$460,700",187.9,0.4,7.0,16.7,29.2,37.1,Apartment,11,2016
Pitt Meadows,"$355,900",209.9,0.3,12.5,26.5,40.3,43.1,Apartment,11,2016
Port Coquitlam,"$321,600",192.3,-1.8,8.3,22.9,37.0,36.4,Apartment,11,2016
Port Moody,"$472,000",196.7,-1.1,6.6,23.5,48.2,60.8,Apartment,11,2016
Richmond,"$481,600",206.2,-0.3,9.2,19.1,34.9,37.8,Apartment,11,2016
Squamish,"$378,800",186.7,-2.1,5.9,27.2,68.3,55.3,Apartment,11,2016
Tsawwassen,"$498,000",214.5,0.1,7.1,20.6,53.3,38.1,Apartment,11,2016
Vancouver East,"$473,100",265.9,-0.7,7.7,24.4,40.5,47.8,Apartment,11,2016
Vancouver West,"$693,400",225.0,0.9,2.6,18.7,46.8,46.2,Apartment,11,2016
West Vancouver,"$942,000",191.4,-0.1,8.5,20.7,41.0,30.9,Apartment,11,2016
Whistler,"$370,900",145.3,-1.8,7.5,26.0,48.1,25.7,Apartment,11,2016
Greater Vancouver,"$903,000",236.9,-1.2,-2.3,17.8,48.1,48.3,Residential - All Types,12,2016
Lower Mainland,"$818,800",229.4,-1.0,-0.8,20.5,48.6,48.7,Residential - All Types,12,2016
Bowen Island,"$824,200",178.7,1.3,7.0,28.4,47.2,46.7,Residential - All Types,12,2016
Burnaby East,"$859,200",238.3,-0.3,-2.2,20.5,48.5,49.0,Residential - All Types,12,2016
Burnaby North,"$775,300",234.1,-0.9,-1.5,22.5,49.2,52.3,Residential - All Types,12,2016
Burnaby South,"$868,100",245.2,1.2,1.4,23.2,50.8,51.7,Residential - All Types,12,2016
Coquitlam,"$761,200",225.8,-1.5,-3.3,17.7,49.8,54.0,Residential - All Types,12,2016
Ladner,"$801,700",225.7,-2.5,-6.9,8.5,50.8,48.4,Residential - All Types,12,2016
Maple Ridge,"$616,100",196.2,-0.9,3.2,28.2,49.1,47.9,Residential - All Types,12,2016
New Westminster,"$518,700",228.2,0.5,2.0,22.5,42.7,46.8,Residential - All Types,12,2016
North Vancouver,"$982,500",220.8,-1.7,-2.9,16.0,48.6,51.8,Residential - All Types,12,2016
Pitt Meadows,"$581,500",211.4,-1.6,4.6,26.2,47.6,49.2,Residential - All Types,12,2016
Port Coquitlam,"$610,300",208.9,-0.9,-1.0,19.2,44.2,45.1,Residential - All Types,12,2016
Port Moody,"$764,800",211.4,0.0,0.7,17.8,49.6,57.1,Residential - All Types,12,2016
Richmond,"$842,200",251.4,-0.7,-1.9,19.4,50.5,44.3,Residential - All Types,12,2016
Squamish,"$643,000",204.6,0.4,3.1,30.1,67.0,63.3,Residential - All Types,12,2016
Sunshine Coast,"$495,200",173.5,0.8,6.6,25.7,45.4,36.4,Residential - All Types,12,2016
Tsawwassen,"$898,800",233.0,-1.7,-11.5,5.0,54.6,57.6,Residential - All Types,12,2016
Vancouver East,"$961,500",285.7,-0.7,-2.7,17.0,51.5,60.0,Residential - All Types,12,2016
Vancouver West,"$1,202,000",251.0,-2.8,-4.6,14.5,47.1,47.9,Residential - All Types,12,2016
West Vancouver,"$2,407,700",265.1,-1.7,-7.6,15.2,52.4,57.6,Residential - All Types,12,2016
Whistler,"$714,900",166.6,0.0,4.6,26.8,54.8,45.9,Residential - All Types,12,2016
Greater Vancouver,"$1,464,800",270.6,-1.7,-5.8,17.2,57.9,57.8,Detached,12,2016
Lower Mainland,"$1,185,000",252.7,-1.3,-4.0,20.4,56.9,58.2,Detached,12,2016
Bowen Island,"$824,200",178.7,1.3,7.0,28.4,47.2,46.7,Detached,12,2016
Burnaby East,"$1,165,000",260.5,-0.6,-6.8,16.3,58.5,60.5,Detached,12,2016
Burnaby North,"$1,489,300",288.0,-2.1,-8.7,18.7,63.5,65.9,Detached,12,2016
Burnaby South,"$1,621,500",310.4,-1.2,-3.2,24.8,69.2,71.0,Detached,12,2016
Coquitlam,"$1,125,100",249.7,-3.5,-7.7,16.9,57.1,65.1,Detached,12,2016
Ladner,"$978,500",234.2,-2.3,-8.5,5.7,58.1,56.4,Detached,12,2016
Maple Ridge,"$708,000",201.7,-0.8,2.2,29.5,54.6,55.0,Detached,12,2016
New Westminster,"$1,036,300",258.5,1.3,-5.3,18.1,57.8,56.0,Detached,12,2016
North Vancouver,"$1,595,900",251.3,-2.7,-5.1,17.2,64.6,66.1,Detached,12,2016
Pitt Meadows,"$769,400",216.8,-3.1,1.2,26.9,53.6,55.3,Detached,12,2016
Port Coquitlam,"$848,400",226.2,-3.0,-7.9,14.0,50.9,55.8,Detached,12,2016
Port Moody,"$1,352,100",249.7,-2.0,-2.0,20.9,57.0,68.3,Detached,12,2016
Richmond,"$1,636,800",317.1,-1.4,-6.9,21.4,67.2,56.3,Detached,12,2016
Squamish,"$830,300",218.8,0.7,1.5,31.3,69.2,63.4,Detached,12,2016
Sunshine Coast,"$493,000",172.7,0.9,6.6,25.7,45.6,36.0,Detached,12,2016
Tsawwassen,"$1,084,600",241.7,-0.8,-13.7,2.5,59.3,64.6,Detached,12,2016
Vancouver East,"$1,417,800",312.3,-1.1,-7.5,13.3,61.3,71.6,Detached,12,2016
Vancouver West,"$3,446,400",348.6,-2.1,-3.8,18.5,60.3,60.0,Detached,12,2016
West Vancouver,"$2,975,600",280.9,-2.6,-9.0,14.1,53.2,62.4,Detached,12,2016
Whistler,"$1,389,600",193.3,0.7,-0.8,27.7,55.5,47.9,Detached,12,2016
Greater Vancouver,"$670,800",215.2,-1.0,0.9,20.8,42.4,41.5,Townhouse,12,2016
Lower Mainland,"$564,300",204.7,-1.0,4.0,24.4,42.2,40.4,Townhouse,12,2016
Burnaby East,"$544,400",201.1,0.4,5.2,24.8,31.8,28.3,Townhouse,12,2016
Burnaby North,"$594,000",221.7,-3.1,1.0,19.5,37.4,40.2,Townhouse,12,2016
Burnaby South,"$670,300",230.9,1.3,6.0,28.8,45.3,44.3,Townhouse,12,2016
Coquitlam,"$546,900",200.7,-0.8,0.1,17.8,40.6,41.3,Townhouse,12,2016
Ladner,"$602,200",216.0,0.7,-2.7,15.6,38.1,35.4,Townhouse,12,2016
Maple Ridge,"$414,400",192.4,-0.9,4.4,29.1,44.7,43.7,Townhouse,12,2016
New Westminster,"$603,900",221.6,1.0,-1.8,20.7,39.4,40.7,Townhouse,12,2016
North Vancouver,"$846,200",205.6,-3.6,-2.6,14.0,43.3,44.0,Townhouse,12,2016
Pitt Meadows,"$477,900",206.8,0.0,6.8,26.5,48.0,47.1,Townhouse,12,2016
Port Coquitlam,"$536,700",203.2,0.0,3.7,26.3,42.2,40.3,Townhouse,12,2016
Port Moody,"$510,400",172.5,-1.8,-6.8,1.4,26.4,28.4,Townhouse,12,2016
Richmond,"$711,000",233.5,-0.6,1.2,21.9,44.4,41.1,Townhouse,12,2016
Squamish,"$585,400",192.5,-1.4,8.2,31.5,62.9,75.6,Townhouse,12,2016
Tsawwassen,"$570,600",223.7,0.7,-1.1,21.0,42.2,38.7,Townhouse,12,2016
Vancouver East,"$768,200",244.3,-2.9,0.9,19.9,38.0,51.3,Townhouse,12,2016
Vancouver West,"$1,043,300",243.9,-0.9,-3.2,19.1,49.9,51.2,Townhouse,12,2016
Whistler,"$722,500",174.2,-0.8,7.4,30.2,60.7,67.8,Townhouse,12,2016
Greater Vancouver,"$534,200",213.6,-0.5,2.1,18.8,40.0,40.8,Apartment,12,2016
Lower Mainland,"$492,800",211.1,-0.4,3.5,20.0,40.0,39.4,Apartment,12,2016
Burnaby East,"$596,100",228.7,-1.1,2.4,24.0,36.2,42.7,Apartment,12,2016
Burnaby North,"$476,200",203.3,1.0,6.9,28.7,42.1,46.2,Apartment,12,2016
Burnaby South,"$541,700",217.5,2.7,4.2,22.4,42.0,43.0,Apartment,12,2016
Coquitlam,"$375,600",206.1,1.4,4.7,20.7,44.9,45.3,Apartment,12,2016
Ladner,"$444,900",207.7,-5.7,-3.2,14.4,39.6,35.9,Apartment,12,2016
Maple Ridge,"$250,700",179.0,-1.1,7.1,20.6,32.2,25.0,Apartment,12,2016
New Westminster,"$386,900",219.2,0.1,6.3,24.8,38.0,43.9,Apartment,12,2016
North Vancouver,"$462,900",188.8,0.5,2.0,16.7,30.9,35.5,Apartment,12,2016
Pitt Meadows,"$352,900",208.1,-0.9,7.9,25.0,40.6,41.7,Apartment,12,2016
Port Coquitlam,"$325,400",194.6,1.2,7.3,22.7,39.2,37.4,Apartment,12,2016
Port Moody,"$488,300",203.5,3.5,9.6,25.8,55.7,62.5,Apartment,12,2016
Richmond,"$483,700",207.1,0.4,7.3,18.7,37.2,33.8,Apartment,12,2016
Squamish,"$382,400",188.5,1.0,5.0,30.1,87.0,58.7,Apartment,12,2016
Tsawwassen,"$471,100",202.9,-5.4,-2.4,14.3,38.0,34.9,Apartment,12,2016
Vancouver East,"$474,900",266.9,0.4,5.0,23.4,43.0,48.6,Apartment,12,2016
Vancouver West,"$671,200",217.8,-3.2,-4.0,13.9,41.8,42.5,Apartment,12,2016
West Vancouver,"$982,900",199.7,4.3,6.5,26.4,47.2,34.9,Apartment,12,2016
Whistler,"$373,000",146.1,0.6,8.0,26.1,56.8,30.0,Apartment,12,2016
Greater Vancouver,"$902,200",236.7,-0.1,-3.7,15.1,47.1,47.8,Residential - All Types,1,2017
Lower Mainland,"$819,200",229.5,0.0,-2.5,17.9,47.8,48.4,Residential - All Types,1,2017
Bowen Island,"$830,200",180.0,0.7,4.7,27.8,47.4,47.4,Residential - All Types,1,2017
Burnaby East,"$859,900",238.5,0.1,-1.9,19.4,47.6,48.4,Residential - All Types,1,2017
Burnaby North,"$779,300",235.3,0.5,-1.2,20.2,49.6,51.4,Residential - All Types,1,2017
Burnaby South,"$879,400",248.4,1.3,0.2,23.6,50.8,54.3,Residential - All Types,1,2017
Coquitlam,"$756,500",224.4,-0.6,-4.4,14.2,47.0,53.9,Residential - All Types,1,2017
Ladner,"$792,100",223.0,-1.2,-8.3,1.2,47.2,42.3,Residential - All Types,1,2017
Maple Ridge,"$618,300",196.9,0.4,1.3,26.0,49.4,47.7,Residential - All Types,1,2017
New Westminster,"$522,100",229.7,0.7,0.7,19.6,43.2,46.8,Residential - All Types,1,2017
North Vancouver,"$980,700",220.4,-0.2,-5.3,13.7,47.7,50.8,Residential - All Types,1,2017
Pitt Meadows,"$584,000",212.3,0.4,2.7,25.0,48.0,50.2,Residential - All Types,1,2017
Port Coquitlam,"$608,800",208.4,-0.2,-3.6,15.8,44.2,44.5,Residential - All Types,1,2017
Port Moody,"$766,300",211.8,0.2,-0.5,15.7,50.1,57.7,Residential - All Types,1,2017
Richmond,"$839,800",250.7,-0.3,-3.4,16.2,49.7,45.0,Residential - All Types,1,2017
Squamish,"$644,900",205.2,0.3,1.7,23.8,71.0,67.5,Residential - All Types,1,2017
Sunshine Coast,"$506,100",177.3,2.2,7.8,26.4,50.1,40.6,Residential - All Types,1,2017
Tsawwassen,"$890,700",230.9,-0.9,-13.4,-0.4,52.2,54.9,Residential - All Types,1,2017
Vancouver East,"$958,100",284.7,-0.4,-4.8,13.5,50.6,59.1,Residential - All Types,1,2017
Vancouver West,"$1,193,900",249.3,-0.7,-5.7,11.7,43.9,44.6,Residential - All Types,1,2017
